geonameid	name	asciiname	alternatenames	latitude	longitude	feature class	feature code	country code	cc2	admin1 code	admin2 code	admin3 code	admin4 code	population	elevation	gtopo30	timezone	modification date
4045867	Anvil Lakes	Anvil Lakes		51.8375	177.30833	H	LK	US		AK	016			0		38	America/Adak	2010-01-30
4045868	Austin Pass	Austin Pass		52.93194	173.04583	T	GAP	US		AK	016			0		457	America/Adak	2010-01-30
4045869	Binnacle Bay	Binnacle Bay		52.48611	173.58333	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045870	Brannon Ridge	Brannon Ridge		52.94583	173.06583	T	RDGE	US		AK	016			0		610	America/Adak	2010-01-30
4045871	Chaloo'ga Rocks	Chaloo'ga Rocks		52.76667	173.3	T	ISL	US		AK	016			0		-9999		2010-01-30
4045872	Mount Cerberus	Mount Cerberus		51.92972	179.59806	T	MT	US		AK	016			0		670	America/Adak	2010-01-30
4045873	Lake Cories	Lake Cories		52.90444	173.23306	H	LK	US		AK	016			0		44	America/Adak	2010-01-30
4045874	Column Ridge	Column Ridge		51.59222	178.785	T	RDGE	US		AK	016			0		236	America/Adak	2010-01-30
4045875	East Fork Steller River	East Fork Steller River		52.97833	172.90444	H	STM	US		AK	016			0		1	America/Adak	2010-01-30
4045876	East-southeast Bight	East-southeast Bight		51.94444	179.72222	H	BAY	US		AK	016			0		86	America/Adak	2010-01-30
4045877	Falls Creek	Falls Creek		51.50194	179.01306	H	STM	US		AK	016			0		24	America/Adak	2010-01-30
4045878	Fenner Lake	Fenner Lake		51.95722	179.64611	H	LK	US		AK	016			0		110	America/Adak	2010-01-30
4045879	Form Lake	Form Lake		51.86389	177.30417	H	LK	US		AK	016			0		160	America/Adak	2010-01-30
4045880	Fumarole Cove	Fumarole Cove		51.55417	178.90333	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045881	Gibson Islands	Gibson Islands		52.94583	173.27083	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045882	Greenwood Pass	Greenwood Pass		52.84722	173.38889	T	GAP	US		AK	016			0		152	America/Adak	2010-01-30
4045883	Hodikof Point	Hodikof Point		52.89528	173.29556	T	CAPE	US		AK	016			0		46	America/Adak	2010-01-30
4045884	Ivakin Point	Ivakin Point		51.40694	179.39361	T	CAPE	US		AK	016			0		42	America/Adak	2010-01-30
4045885	Kelliher Cove	Kelliher Cove		52.85694	173.35833	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045886	Killem Hill	Killem Hill		51.96528	177.3625	T	MT	US		AK	016			0		224	America/Adak	2010-01-30
4045887	Lakeshore Cone	Lakeshore Cone		51.96111	179.62361	T	MT	US		AK	016			0		134	America/Adak	2010-01-30
4045888	Lasso Hill	Lasso Hill		51.97778	177.39167	T	MT	US		AK	016			0		-9999	America/Adak	2010-01-30
4045889	Left Cove	Left Cove		51.92889	177.47222	H	BAY	US		AK	016			0		1	America/Adak	2010-01-30
4045890	Limpet Creek	Limpet Creek		51.52667	178.97083	H	STM	US		AK	016			0		-9999	America/Adak	2010-01-30
4045891	Loaf Island	Loaf Island		52.83639	173.20722	T	ISL	US		AK	016			0		1	America/Adak	2010-01-30
4045892	Lotus Island	Lotus Island		52.73194	174.06528	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045893	Hidalgo Beach	Hidalgo Beach		52.83083	173.33222	T	BCH	US		AK	016			0		1	America/Adak	2010-01-30
4045894	Manila Creek	Manila Creek		52.00556	177.55	H	STM	US		AK	016			0		29	America/Adak	2010-01-30
4045895	McKenzie Creek	McKenzie Creek		52.92861	173.2375	H	STM	US		AK	016			0		1	America/Adak	2010-01-30
4045896	Middle Peak	Middle Peak		52.91389	173.26222	T	MT	US		AK	016			0		492	America/Adak	2010-01-30
4045897	Monkey Ridge	Monkey Ridge		51.96944	177.52222	T	RDGE	US		AK	016			0		25	America/Adak	2010-01-30
4045898	Murray Canyon	Murray Canyon		51.915	177.01694	T	VAL	US		AK	016			0		-9999		2010-01-30
4045899	Nizki Cove	Nizki Cove		52.74333	173.9475	H	BAY	US		AK	016			0		-9999	America/Adak	2010-01-30
4045900	North-northwest Head	North-northwest Head		52.01667	179.56667	T	CAPE	US		AK	016			0		-9999	America/Adak	2010-01-30
4045901	Outer Rock	Outer Rock		52.87778	173.31667	T	ISL	US		AK	016			0		-9999	America/Adak	2010-01-30
4045902	Pillar Rock	Pillar Rock		52.12111	177.35806	T	ISL	US		AK	016			0		-9999		2010-01-30
4045903	Rat Island Pass	Rat Island Pass		51.89861	178.23639	H	CHN	US		AK	016			0		-9999		2010-01-30
4045904	Rich Hill	Rich Hill		52.03389	177.53194	T	MT	US		AK	016			0		143	America/Adak	2010-01-30
4045905	Rookie Lake	Rookie Lake		52.05139	177.6125	H	LK	US		AK	016			0		52	America/Adak	2010-01-30
